cluster_id,cluster,keyword,search_intent,competitor_ranking_page,competitor_position,keyword_role,our_hub_url,target_type,recommended_asset,status,live_url,plan_day,published_date,cannibalization_note
C12,Tiny text generator (2nd page),tiny texts,informational,smalltextgen.com/tiny-text-generator/,top 5,variant,/tools/tiny (NEW),Money page (misspelling / near-dupe — no separate page),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),tiny text gen,informational,smalltextgen.com/tiny-text-generator/,top 4,variant,/tools/tiny (NEW),Money page (misspelling / near-dupe — no separate page),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),tiny font copy paste,informational,smalltextgen.com/tiny-text-generator/,top 5,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),tinytext generator,commercial,smalltextgen.com/tiny-text-generator/,top 4,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),very tiny text,informational,smalltextgen.com/tiny-text-generator/,top 7,blog,/tools/tiny (NEW),Blog post,Small Text vs Tiny Text vs Superscript: Which Is Actually Smallest?,Live,https://smalltextgen.site/guides/smallest-text-style-compared,,,
C12,Tiny text generator (2nd page),tint text,informational,smalltextgen.com/tiny-text-generator/,top 5,variant,/tools/tiny (NEW),Money page (misspelling / near-dupe — no separate page),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),tiny letters to copy and paste,informational,smalltextgen.com/tiny-text-generator/,top 5,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),tiny letters,informational,smalltextgen.com/tiny-text-generator/,top 6,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),tiny text copy paste,informational,smalltextgen.com/tiny-text-generator/,top 5,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),tinytext,informational,smalltextgen.com/tiny-text-generator/,top 1,variant,/tools/tiny (NEW),Money page (misspelling / near-dupe — no separate page),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),small letter copy and paste,informational,smalltextgen.com/tiny-text-generator/,top 4,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),tiny font text,informational,smalltextgen.com/tiny-text-generator/,top 6,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),very small text generator,informational,smalltextgen.com/tiny-text-generator/,top 4,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
C12,Tiny text generator (2nd page),tiny lettering,informational,smalltextgen.com/tiny-text-generator/,top 5,blog,/tools/tiny (NEW),Blog post,Small Text vs Tiny Text vs Superscript: Which Is Actually Smallest?,Live,https://smalltextgen.site/guides/smallest-text-style-compared,,,
C12,Tiny text generator (2nd page),tiny words generator,informational,smalltextgen.com/tiny-text-generator/,top 4,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),super tiny letters,informational,smalltextgen.com/tiny-text-generator/,top 5,blog,/tools/tiny (NEW),Blog post,Small Text vs Tiny Text vs Superscript: Which Is Actually Smallest?,Live,https://smalltextgen.site/guides/smallest-text-style-compared,,,
C12,Tiny text generator (2nd page),tiny letters text,informational,smalltextgen.com/tiny-text-generator/,top 5,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,
C12,Tiny text generator (2nd page),super tiny text,informational,smalltextgen.com/tiny-text-generator/,top 6,blog,/tools/tiny (NEW),Blog post,Small Text vs Tiny Text vs Superscript: Which Is Actually Smallest?,Live,https://smalltextgen.site/guides/smallest-text-style-compared,,,
C12,Tiny text generator (2nd page),tiny text copy and paste,informational,smalltextgen.com/tiny-text-generator/,top 5,secondary,/tools/tiny (NEW),Money page (secondary / on-page section),TOOL: /tools/tiny (NEW),Live,https://smalltextgen.site/tools/tiny-text-generator,,,"DUPLICATE: mapped to both / and /tools/tiny-text-generator. Owner = /tools/tiny-text-generator (tiny wording); home keeps ""small text""."
PLAN,30-day blog plan,small text discord,,,,primary,/guides/tiny-text-discord,Strengthen (/guides/tiny-text-discord),How to Make Small Text in Discord: The Complete 2026 Guide,Live,https://smalltextgen.site/guides/tiny-text-discord,1,2026-09-13,
PLAN,30-day blog plan,glitch text generator,,,,primary,/guides/glitch-text-generator,New,Glitch Text Generator (Corrupted/Zalgo-Style Text),Live,https://smalltextgen.site/guides/glitch-text-generator,2,2026-09-13,"3 pages overlap: /tools/zalgo (glitch tool), /guides/glitch-text-generator, /guides/zalgo-text-generator. Keep guides pointing to /tools/zalgo as the money page; do not add another glitch/zalgo page."
PLAN,30-day blog plan,zalgo text generator,,,,primary,/guides/zalgo-text-generator,New,Zalgo Text Generator – Creepy Corrupted Text,Live,https://smalltextgen.site/guides/zalgo-text-generator,3,2026-09-13,See glitch text generator — same cluster; /tools/zalgo is the tool.
PLAN,30-day blog plan,superscript generator,,,,primary,/tools/superscript,Strengthen existing /tools/superscript,Superscript Generator (Copy & Paste),Live,https://smalltextgen.site/tools/superscript,4,2026-09-22,
PLAN,30-day blog plan,discord name generator,,,,primary,/tools/discord-name-generator,New,Discord Name Generator (Fancy/Symbol Names),Live,https://smalltextgen.site/tools/discord-name-generator,6,2026-09-22,
PLAN,30-day blog plan,upside down text generator,,,,primary,/tools/upside-down,New (page already existed — strengthened instead),Upside Down Text Generator,Live,https://smalltextgen.site/tools/upside-down,7,2026-09-22,
PLAN,30-day blog plan,underline text generator,,,,primary,/tools/underline,Strengthen existing,Underline Text Generator,Live,https://smalltextgen.site/tools/underline,9,2026-09-26,Guide /guides/underline-text-copy-paste = how-to; tool = generator. Watch GSC for both ranking on same query.
PLAN,30-day blog plan,mirror text generator,,,,primary,/tools/mirror,New,Mirror / Flip Text Generator,Live,https://smalltextgen.site/tools/mirror,10,2026-09-26,Distinct from /tools/upside-down (vertical flip) — pages cross-link.
PLAN,30-day blog plan,italic text generator,,,,primary,/tools/italic,New,Italic Text Generator,Live,https://smalltextgen.site/tools/italic,11,2026-09-26,Distinct from /tools/cursive (script) — pages cross-link.
PLAN,30-day blog plan,vaporwave text generator,,,,primary,,New,Vaporwave Text Generator (Aesthetic/Y2K Text),Pending — new page planned,,12,,
PLAN,30-day blog plan,typewriter font generator,,,,primary,,New,Typewriter Font Generator,Pending — new page planned,,13,,No page yet; engine already has a monospace style to reuse.
PLAN,30-day blog plan,old english text generator,,,,primary,,New,Old English / Gothic Text Generator,Pending — new page planned,,14,,No page yet; engine already has a fraktur style to reuse.
PLAN,30-day blog plan,roblox font generator,,,,primary,,New,Roblox Font Generator,Pending — new page planned,,15,,CANNIBALIZATION RISK: existing /guides/fonts-for-roblox. Either upgrade that guide or build a tool page and re-point the guide at it — not a 2nd guide.
PLAN,30-day blog plan,minecraft font generator,,,,primary,,New,Minecraft Font Generator,Pending — new page planned,,16,,
PLAN,30-day blog plan,fortnite font generator,,,,primary,,New,Fortnite Font Generator,Pending — new page planned,,17,,
PLAN,30-day blog plan,adopt me font generator,,,,primary,,New,Adopt Me Font Generator,Pending — new page planned,,18,,Roblox sub-game — link to/from the Roblox page; do not repeat Roblox intro content.
PLAN,30-day blog plan,gaming font generator (cluster hub),,,,primary,,New (hub),"Pillar: Best Font Generators for Roblox, Minecraft & Fortnite (2026)",Pending — new page planned,,19,,
PLAN,30-day blog plan,circle text generator,,,,primary,,New,Circle Text Generator,Pending — new page planned,,20,,"CANNIBALIZATION RISK: circled letters = /tools/bubble (Ⓐⓑⓒ). Add a ""circle text"" section/FAQ to /tools/bubble instead of a new page."
PLAN,30-day blog plan,strikethrough text generator,,,,primary,/tools/strikethrough,Strengthen existing /tools/strikethrough (or new if absent),Strikethrough Text Generator,"Pending — page exists, refresh planned",https://smalltextgen.site/tools/strikethrough,21,,
PLAN,30-day blog plan,instagram font generator / aesthetic text generator,,,,primary,/guides/small-text-instagram-bio,Strengthen existing /guides/small-text-instagram-bio,Aesthetic Fonts for Instagram Bio: The Ultimate Guide,"Pending — page exists, refresh planned",https://smalltextgen.site/guides/small-text-instagram-bio,23,,"Overlaps /guides/cursive-fonts-instagram-bio + /guides/aesthetic-cursive-fonts — strengthen the one URL, cross-link the others."
PLAN,30-day blog plan,cursive font generator,,,,primary,/tools/cursive,Strengthen existing /tools/cursive,Cursive Font Generator (Full Overhaul),"Pending — page exists, refresh planned",https://smalltextgen.site/tools/cursive,24,,
PLAN,30-day blog plan,bold text generator,,,,primary,/tools/bold,Strengthen existing /tools/bold,Bold Text Generator (Full Overhaul),"Pending — page exists, refresh planned",https://smalltextgen.site/tools/bold,25,,
PLAN,30-day blog plan,text formatting (cluster hub),,,,primary,,New (hub),"Pillar: Text Formatting Cheat Sheet — Bold, Italic, Underline & Strikethrough for Every Platform",Pending — new page planned,,26,,Mild overlap with /guides/copy-paste-text-tricks-social-media-bios — hub must be the cheat-sheet angle.
PLAN,30-day blog plan,fancy text generator,,,,primary,/tools/fancy-text-generator,Strengthen existing /tools/fancy-text-generator,Fancy Text Generator (Flagship Rebuild),"Pending — page exists, refresh planned",https://smalltextgen.site/tools/fancy-text-generator,27,,Guide /guides/fancy-text-styles-explained shares the head term — keep guide as explainer linking to the tool.
PLAN,30-day blog plan,small text generator alternatives / comparison,,,,primary,,New (comparison),Small Text Generator: Best Free Tools Compared (2026),Pending — new page planned,,30,,
LIVE,Existing guide (not in original research),small text instagram bio,,,,blog,/guides/small-text-instagram-bio,Guide,GUIDE: /guides/small-text-instagram-bio,Live,https://smalltextgen.site/guides/small-text-instagram-bio,,,
LIVE,Existing guide (not in original research),what is invisible text,,,,blog,/guides/what-is-invisible-text,Guide,GUIDE: /guides/what-is-invisible-text,Live,https://smalltextgen.site/guides/what-is-invisible-text,,,
LIVE,Existing guide (not in original research),subscript vs superscript,,,,blog,/guides/subscript-vs-superscript,Guide,GUIDE: /guides/subscript-vs-superscript,Live,https://smalltextgen.site/guides/subscript-vs-superscript,,,
LIVE,Existing guide (not in original research),cursive fonts for instagram bio,,,,blog,/guides/cursive-fonts-instagram-bio,Guide,GUIDE: /guides/cursive-fonts-instagram-bio,Live,https://smalltextgen.site/guides/cursive-fonts-instagram-bio,,,
LIVE,Existing guide (not in original research),how cursive font generator works,,,,blog,/guides/how-cursive-font-generator-works,Guide,GUIDE: /guides/how-cursive-font-generator-works,Live,https://smalltextgen.site/guides/how-cursive-font-generator-works,,,
LIVE,Existing guide (not in original research),unicode explained,,,,blog,/guides/unicode-explained,Guide,GUIDE: /guides/unicode-explained,Live,https://smalltextgen.site/guides/unicode-explained,,,
LIVE,Existing guide (not in original research),bubble letters copy and paste,,,,blog,/guides/bubble-letters-copy-paste,Guide,GUIDE: /guides/bubble-letters-copy-paste,Live,https://smalltextgen.site/guides/bubble-letters-copy-paste,,,
LIVE,Existing guide (not in original research),superscript and subscript character set,,,,blog,/guides/superscript-subscript-character-set,Guide,GUIDE: /guides/superscript-subscript-character-set,Live,https://smalltextgen.site/guides/superscript-subscript-character-set,,,
LIVE,Existing guide (not in original research),bubble text instagram,,,,blog,/guides/bubble-text-instagram-tiktok,Guide,GUIDE: /guides/bubble-text-instagram-tiktok,Live,https://smalltextgen.site/guides/bubble-text-instagram-tiktok,,,
LIVE,Existing guide (not in original research),underline text copy and paste,,,,blog,/guides/underline-text-copy-paste,Guide,GUIDE: /guides/underline-text-copy-paste,Live,https://smalltextgen.site/guides/underline-text-copy-paste,,,
LIVE,Existing guide (not in original research),small caps vs all caps,,,,blog,/guides/small-caps-vs-all-caps,Guide,GUIDE: /guides/small-caps-vs-all-caps,Live,https://smalltextgen.site/guides/small-caps-vs-all-caps,,,
LIVE,Existing guide (not in original research),fonts for tiktok,,,,blog,/guides/fonts-for-tiktok,Guide,GUIDE: /guides/fonts-for-tiktok,Live,https://smalltextgen.site/guides/fonts-for-tiktok,,,
LIVE,Existing guide (not in original research),fonts for twitter,,,,blog,/guides/fonts-for-twitter-x,Guide,GUIDE: /guides/fonts-for-twitter-x,Live,https://smalltextgen.site/guides/fonts-for-twitter-x,,,
LIVE,Existing guide (not in original research),fonts for roblox,,,,blog,/guides/fonts-for-roblox,Guide,GUIDE: /guides/fonts-for-roblox,Live,https://smalltextgen.site/guides/fonts-for-roblox,,,Overlaps Day 15 roblox font generator — see that row.
